Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,SummaryQuote,Text
CPAAW,Conyers Park Acquisition Corp.,2.178,0,2016,Finance,Business Services,http://www.nasdaq.com/symbol/cpaaw,"We are a newly organized blank check company incorporated as a Delaware
corporation on April 20, 2016 and formed for the purpose of effecting a merger,
capital stock exchange, asset acquisition, stock purchase, reorganization or
similar business combination with one or more businesses, which we refer to
throughout this prospectus as our initial business combination. We have not
identified any potential business combination target and we have not, nor has
anyone on our behalf, initiated any substantive discussions, directly or
indirectly, with any potential business combination target.

While we may pursue an acquisition opportunity in any industry or sector, we
intend to focus on the consumer sector and consumer-related businesses, which
complements our management team's expertise and which will benefit from our
operational value add.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CPRT,"Copart, Inc.",56.52,6476406089.4,1994,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt,"We were incorporated in California in 1982, became a public company in 1994 and
we reincorporated into Delaware in January 2012. Our principal executive offices
are located at 14185 Dallas Parkway, Suite 300, Dallas, Texas 75254 and our
telephone number at that address is (972) 391-5000. Our website is
www.copart.com. The contents of our website are not incorporated by reference
into this Form 10-K. We provide free of charge through a link on our website
access to our Annual Reports on Form 10-K, Quarterly Reports on Form 10-Q and
Current Reports on Form 8-K, as well as amendments to those reports, as soon as
reasonably practical after the reports are electronically filed with, or
furnished to, the SEC.

Copart(TM), VB2(TM), BID4U(TM), CI & Design(TM), Cars with Heart(TM), 1-800 CAR BUYER(TM), VB3(TM)
and CrashedToys.com(TM) are trademarks of Copart, Inc. This Form 10-K also includes
other trademarks of Copart and of other companies.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
COYN,"COPsync, Inc.",0.6,5996815.2,0,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/coyn,"COPsync, Inc. (""COPsync,"" the ""Company,"" ""we,"" ""our"" or ""us"") operates what we
believe to be the only real-time, law enforcement mobile data information system
in the United States. We refer to this real-time, in-car information sharing,
communication and data interoperability network as the ""COPsync Network."" The
COPsync Network, delivered via software as a service, is designed to:
 
  Â· Improve communication between and among law enforcement officers and agencies.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
COYNW,"COPsync, Inc.",0.1,0,0,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/coynw,"COPsync, Inc. (""COPsync,"" the ""Company,"" ""we,"" ""our"" or ""us"") operates what we
believe to be the only real-time, law enforcement mobile data information system
in the United States. We refer to this real-time, in-car information sharing,
communication and data interoperability network as the ""COPsync Network."" The
COPsync Network, delivered via software as a service, is designed to:
 
  Â· Improve communication between and among law enforcement officers and agencies.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",7,311063711,0,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crbp,"This report and the information incorporated herein by reference contain
references to trademarks, service marks and trade names owned by us or other
companies. Solely for convenience, trademarks, service marks and trade names
referred to in this report and the information incorporated herein, including
logos, artwork, and other visual displays, may appear without the Â® or (TM)
symbols, but such references are not intended to indicate, in any way, that we
will not assert, to the fullest extent under applicable law, our rights or the
rights of the applicable licensor to these trademarks, service marks and trade
names. We do not intend our use or display of other companies' trade names,
service marks or trademarks to imply a relationship with, or endorsement or
sponsorship of us by, any other companies. Other trademarks, trade names and
service marks appearing in this report are the property of their respective
owners.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CORT,Corcept Therapeutics Incorporated,7.6,843841391.2,1982,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cort,"We are a pharmaceutical company engaged in the discovery, development and
commercialization of drugs that treat severe metabolic, oncologic and
psychiatric disorders by modulating the effects of cortisol. Elevated levels and
abnormal release patterns of cortisol are implicated in a broad range of human
disorders. Since our inception in 1998, we have been developing mifepristone, a
compound that modulates the effects of cortisol by acting as a competitive
antagonist at the glucocorticoid receptor (GR). We have also discovered three
structurally distinct series of proprietary, selective cortisol modulators, all
of which share mifepristone's affinity for GR but, unlike mifepristone, do not
bind to the progesterone receptor, and so do not terminate pregnancy or cause
other side effects associated with progesterone receptor antagonism. We have
begun pre-clinical and clinical development of our lead compounds from these
series.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CORE,"Core-Mark Holding Company, Inc.",40.57,1872425506.06,0,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/core,"Unless the context indicates otherwise, all references in this Annual Report on
Form 10-K to ""Core-Mark,"" ""the Company,"" ""we,"" ""us,"" or ""our"" refer to Core-Mark
Holding Company, Inc. and its subsidiaries.
Company Overview
Core-Mark is one of the largest wholesale distributors to the convenience retail
industry in North America, providing sales, marketing, distribution and
logistics services to over 36,500 customer locations across the United States
(U.S.) and Canada through 28 distribution centers (excluding two distribution
facilities we operate as a third party logistics provider). Our origins date
back to 1888, when Glaser Bros., a family-owned-and-operated candy and tobacco
distribution business, was founded in San Francisco, California.
Our mission is to be the most valued marketer of fresh and broad-line supply
solutions to the convenience retail industry.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CORI,"Corium International, Inc.",4.15,93399692.5,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cori,"We are a commercial-stage biopharmaceutical company focused on the development,
manufacture and commercialization of specialty pharmaceutical products that
leverage our broad experience with advanced transdermal and transmucosal
delivery systems. We have multiple proprietary programs in preclinical and
clinical development focusing primarily on the treatment of neurological
disorders, with two lead programs in Alzheimer's disease. We have developed and
are the sole commercial manufacturer of seven prescription drug and consumer
products for our marketing partners. We have two proprietary transdermal
platforms: Corplex(TM) for small molecules and MicroCorÂ®, a biodegradable
microstructure technology for small molecules and biologics, including vaccines,
peptides and proteins.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CSOD,"Cornerstone OnDemand, Inc.",41.22,2316015691.56,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod,"Cornerstone OnDemand, Inc. was incorporated on May 24, 1999 in the state of
Delaware and began its principal operations in November 1999. Unless the context
requires otherwise, the words ""Cornerstone,"" ""we,"" ""Company,"" ""us"" and ""our""
refer to Cornerstone OnDemand, Inc. and its wholly owned subsidiaries.
Cornerstone is a leading global provider of talent management solutions
delivered as Software-as-a-Service (""SaaS""). Our solutions support the
management of the entire employee lifecycle, with a focus on learning and
development that is fundamental to the growth of employees and organizations.
Our Enterprise and Mid-Market solution is a unified cloud-based platform that
addresses critical talent needs throughout the entire employee lifecycle, from
recruitment, onboarding, training and collaboration, to performance management,
compensation, succession planning and analytics.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CRVL,CorVel Corp.,36.55,712452227.35,0,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crvl,"CorVel is a national provider of workers' compensation solutions for employers,
third party administrators, insurance companies, and government agencies seeking
to control costs and promote positive outcomes. The Company applies technology,
intelligence, and a human touch to the challenges of risk management so that
their clients can intervene early and often while being connected to the
critical intelligence they need to proactively manage risk. CorVel specializes
in applying advanced communication and information technology to improve
healthcare management for workers' compensation, group health, auto and
liability claims management. With a technology platform at its core, the
Company's connected solution is delivered by a national team of associates who
are committed to helping clients deliver programs that meet their organization's
performance goals.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CRVS,"Corvus Pharmaceuticals, Inc.",13.96,291930584.68,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crvs,"    We are a clinical stage biopharmaceutical company focused on the development
and commercialization of novel immuno-oncology therapies that are designed to
harness the immune system to attack cancer cells. Since we began operations in
November 2014, we have built a pipeline of four immuno-oncology programs, three
of which focus on the adenosine-cancer axis to modulate an immune response. Our
lead product candidate, CPI-444, is an oral, small molecule antagonist of the
A2A receptor for adenosine, an immune checkpoint. In January 2016, we began
enrolling patients in a large expansion cohort trial for CPI-444. This
Phase 1/1b clinical trial is designed to examine safety, tolerability,
biomarkers and preliminary efficacy of CPI-444 in several solid tumor types,
both as a single agent and in combination with Genentech, Inc.'s investigational
cancer immunotherapy, atezolizumab, a fully humanized investigational monoclonal
antibody targeting PDL-1.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CSGP,"CoStar Group, Inc.",198.89,6482509480.49,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp,"In this report, the words ""we,"" ""our,"" ""us,"" ""CoStar"" or the ""Company"" refer to
CoStar Group, Inc. and its direct and indirect wholly owned subsidiaries. This
report also refers to our websites, but information contained on those sites is
not part of this report.

CoStar Group, Inc., a Delaware corporation, founded in 1987, is the number one
provider of information, analytics and online marketplaces to the commercial
real estate industry in the United States (""U.S."") and United Kingdom (""U.K."")
based on the fact that we offer the most comprehensive commercial real estate
database available; have the largest research department in the industry; own
and operate the leading online marketplaces for commercial real estate and
apartment listings in the U.S.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
COST,Costco Wholesale Corporation,163.7,71903644312.8,0,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost,"Costco Wholesale Corporation and its subsidiaries (Costco or the Company) began
operations in 1983 in Seattle, Washington. We are principally engaged in the
operation of membership warehouses in the United States (U.S.) and Puerto Rico,
Canada, United Kingdom (U.K.), Mexico, Japan, Australia, Spain, and through
majority-owned subsidiaries in Taiwan and Korea. Costco operated 715, 686, and
663 warehouses worldwide at August 28, 2016, August 30, 2015, and August 31,
2014, respectively. Our common stock trades on the NASDAQ Global Select Market,
under the symbol ""COST.""
We report on a 52/53-week fiscal year, consisting of thirteen, four-week periods
and ending on the Sunday nearest the end of August. The first three quarters
consist of three periods each, and the fourth quarter consists of four periods
(five weeks in the thirteenth period in a 53-week year).&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CPAH,CounterPath Corporation,2.4859,12447013.1655,0,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpah,"
    CounterPath is a leading global provider of software and services that enable rich, intuitive, user centric voice, video messaging and presence on any device, any platform and any network. Its best in class Bria Softphones, Provisioning and Convergence applications are focused on consumers and enterprise users of mobile operators, fixed line operators, cable operators and enterprises. CounterPath market and sell its applications direct and through original equipment manufacturers (OEMs) and channel partners. Its software provides a critical component of its customers offering requiring deep integration and interoperability with mobile, laptop and desktop device operating systems and the underlying IP network to deliver the best possible end user experience.
&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
ICBK,"County Bancorp, Inc.",25.96,170301104.6,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/icbk,"County Bancorp, Inc. (""we,"" ""us,"" ""our"" or the ""Company"") is a Wisconsin
corporation founded in May 1996 and is registered as a bank holding company
under the Bank Holding Company Act of 1956, as amended (the ""BHCA""). Our primary
activities consist of holding the stock of our wholly-owned subsidiary bank,
Investors Community Bank (the ""Bank""), and providing a wide range of banking and
related business activities through the Bank and our other subsidiaries. At
December 31, 2015, we had total assets of approximately $885 million. For
additional financial information, see our Consolidated Financial Statements at
Part II, Item 8 of this Form 10-K.

Investors Community Bank

Investors Community Bank is a Wisconsin state bank originally chartered in 1997,
and headquartered in Manitowoc, Wisconsin.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
COUP,Coupa Software Incorporated,25.33,1266043705.38,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/coup,"As used above, ""Customers"" refers to our customers that are transacting on
Coupa's spend management platform as of the date of this prospectus.

""Suppliers"" refers to the suppliers that are transacting on Coupa's spend
management platform as of the date of this prospectus.

""Savings"" refers to the cumulative amount of savings that we estimate our
customers have achieved to date by using our platform, which estimate is based
on various industry benchmarks and does not directly correlate to our financial
results.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CVTI,"Covenant Transportation Group, Inc.",19.52,355153106.88,1994,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti,"This Annual Report on Form 10-K contains certain statements that may be
considered forward-looking statements within the meaning of Section 27A of the
Securities Act of 1933, as amended and Section 21E of the Securities Exchange
Act of 1934, as amended and such statements are subject to the safe harbor
created by those sections and the Private Securities Litigation Reform Act of
1995, as amended. All statements, other than statements of historical or current
fact, are statements that could be deemed forward-looking statements, including
without limitation: any projections of earnings, revenues, or other financial
items; any statement of plans, strategies, and objectives of management for
future operations; any statements concerning proposed new services or
developments; any statements regarding future economic conditions or
performance; and any statements of belief and any statements of assumptions
underlying any of the foregoing.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
COVS,Covisint Corporation,2.1,85771259.7,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/covs,"Covisint was incorporated in April 2008 in the State of Michigan. Our
predecessor, Covisint LLC, was founded in February 2000 by a consortium of
automotive manufacturers, led by General Motors Corporation (""General Motors"" or
""GM""), Ford Motor Company, Chrysler, Nissan, Renault and Peugeot to streamline
collaboration with their global network of parts suppliers. The consortium made
a significant investment in the development of a robust, highly-secure
cloud-based multiparty business-to-business (""B2B"") exchange. This effort
resulted in a Software as a Service (""SaaS"") application called the Auto Supply
Portal which went live in 2003.
In March 2004, Compuware Corporation (""Compuware"") purchased substantially all
of the assets of Covisint LLC including its name and technology.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
COWN,"Cowen Group, Inc.",14.75,395805718.5,0,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cown,"    Cowen Group, Inc., a Delaware corporation, is a holding company formed in
connection with the business combination of Ramius LLC (""Ramius"") and Cowen
Holdings, Inc. (""Cowen Holdings""). The Company was jointly formed on June 1,
2009 by Cowen Holdings and RCG Holdings LLC (""RCG"") in connection with the
transactions contemplated by the Transaction Agreement and the Agreement and
Plan of Merger, dated as of June 3, 2009 (the ""Transactions"").

    Cowen Group, Inc. is a diversified financial services firm and, together
with its consolidated subsidiaries (collectively, ""Cowen Group"" or the
""Company""), provides alternative investment management, investment banking,
research, and sales and trading services through its two business segments:
Ramius and its affiliates comprise the Company's alternative investment
management segment, while Cowen and Company, LLC (""Cowen and Company"") is its
broker-dealer segment.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
COWNL,"Cowen Group, Inc.",25.9583,0,0,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cownl,"    Cowen Group, Inc., a Delaware corporation, is a holding company formed in
connection with the business combination of Ramius LLC (""Ramius"") and Cowen
Holdings, Inc. (""Cowen Holdings""). The Company was jointly formed on June 1,
2009 by Cowen Holdings and RCG Holdings LLC (""RCG"") in connection with the
transactions contemplated by the Transaction Agreement and the Agreement and
Plan of Merger, dated as of June 3, 2009 (the ""Transactions"").

    Cowen Group, Inc. is a diversified financial services firm and, together
with its consolidated subsidiaries (collectively, ""Cowen Group"" or the
""Company""), provides alternative investment management, investment banking,
research, and sales and trading services through its two business segments:
Ramius and its affiliates comprise the Company's alternative investment
management segment, while Cowen and Company, LLC (""Cowen and Company"") is its
broker-dealer segment.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
PMTS,CPI Card Group Inc.,4.25,234716280,2015,Finance,Finance Companies,http://www.nasdaq.com/symbol/pmts,"As used herein, ""CPI"", ""we"", ""our"" and similar terms refer to CPI Card Group
Inc. and its subsidiaries, unless the context indicates otherwise.

 

Overview

 

We are a leading provider of comprehensive Financial Payment Card solutions in
North America. We define ""Financial Payment Cards"" as credit, debit and Prepaid
Debit Cards issued on the networks of the ""Payment Card Brands"" (Visa,
MasterCard, American Express and Discover) and Interac (in Canada). In 2015, we
produced over 156.6 million EMV Financial Payment Cards and provided integrated
card services to over 3,250 card-issuing banks. We define ""Prepaid Debit Cards""
as debit cards issued on the networks of the Payment Card Brands, but not linked
to a traditional bank account. We have established a leading position in the
Financial Payment Card market through more than 20 years of experience and are
focused primarily on this growing subsector of the financial technology market.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CPSH,CPS Technologies Corp.,1.45,19144982.2,0,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpsh,"CPS Technologies Corporation (the `Company' or `CPS') provides advanced material
solutions to the transportation, automotive, energy, computing/internet,
telecommunications, aerospace, defense and oil and gas end markets.

 

Our primary material solution is metal matrix composites. We design, manufacture
and sell custom metal matrix composite components which improve the performance
and reliability of systems in these end markets.

 

The Company is an important participant in the growing movement towards
alternative energy and ""green"" lifestyles. For example, the Company's products
are used in high-speed trains, mass transit, hybrid and electric cars,
wind-turbines for electricity generation as well as routers and switches for the
internet which enable telecommuting. These applications involve energy use or
energy generation; the Company's products allow higher performance and improved
energy efficiency.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CRAI,"CRA International,Inc.",33.3,275511412.8,1998,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/crai,"    Except for historical facts, the statements in this annual report are
forward-looking statements. Forward-looking statements are merely our current
predictions of future events. These statements are inherently uncertain, and
actual events could differ materially from our predictions. Important factors
that could cause actual events to vary from our predictions include those
discussed in this annual report under the heading ""Risk Factors."" We assume no
obligation to update our forward-looking statements to reflect new information
or developments. We urge readers to review carefully the risk factors described
in this annual report and in the other documents that we file with the
Securities and Exchange Commission, or SEC. You can read these documents at
www.sec.gov.

Additional Available Information

    Our principal internet address is www.crai.com.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CBRL,"Cracker Barrel Old Country Store, Inc.",156.76,3767004093.16,1981,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbrl,"Cracker Barrel Old Country Store, Inc. (""we,"" ""us,"" ""our"" or the ""Company,""
which reference, unless the context requires otherwise, also includes our direct
and indirect wholly-owned subsidiaries), is principally engaged in the operation
and development of the Cracker Barrel Old Country StoreÂ® concept (""Cracker
Barrel"").  We are headquartered in Lebanon, Tennessee and were originally
founded in 1969.  We are organized under the laws of the State of Tennessee.

We maintain a website at crackerbarrel.com.  We make available free of charge
through our website our periodic and other reports filed with or furnished to
the SEC pursuant to the Securities Exchange Act of 1934, as amended (the
""Exchange Act""), as soon as reasonably practicable after we file such material
with, or furnish it to, the SEC.  Information on our website is not deemed to be
incorporated by reference into this Annual Report on Form 10-K or any other
filings that we make from time to time with the SEC.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
BREW,"Craft Brew Alliance, Inc.",15,288861420,0,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/brew,"Craft Brew Alliance, Inc. (""CBA"") is the fifth largest craft brewing company in
the U.S. and a leader in brewing, branding, and bringing to market some of the
world's best-loved American craft beers.

Craft Brew Alliance was formed in 2008 through the merger of Redhook Brewery and
Widmer Brothers Brewing, the two largest craft brewing pioneers in the Northwest
at the time. Since then, the Alliance has continued to grow, welcoming Kona
Brewing Co. in 2008, and expanding with innovative category leaders and
strategic partners. Today, we are home to three of the earliest trail blazers in
craft beer: Redhook Ale Brewery, Washington's largest craft brewery, founded in
1981; Widmer Brothers Brewing, Oregon's largest craft brewery, founded in 1984;
and Kona Brewing Company, Hawaii's oldest and largest craft brewery, founded in
1994. As part of Craft Brew Alliance, these craft brewing legends have expanded
their reach across the U.S.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CRAY,Cray Inc,17.1,696789551.7,0,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray,"We design, develop, manufacture, market and service the high-end of the high
performance computing, or HPC, market, primarily categories of systems commonly
known as supercomputers and provide storage and data analytics solutions. We
also provide software, system maintenance and support services and engineering
services related to supercomputer systems and our storage and data analytics
solutions. Our customers include domestic and foreign government and
government-funded entities, academic institutions and commercial entities. Our
key target markets are the supercomputing portion of the HPC market and the
expanding big data storage and analytics market.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CACC,Credit Acceptance Corporation,200.44,4074595031.32,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cacc,"Since 1972, Credit Acceptance Corporation (referred to as the ""Company"", ""Credit
Acceptance"", ""we"", ""our"" or ""us"") has offered automobile dealers financing
programs that enable them to sell vehicles to consumers, regardless of their
credit history. Our financing programs are offered through a nationwide network
of automobile dealers who benefit from sales of vehicles to consumers who
otherwise could not obtain financing; from repeat and referral sales generated
by these same customers; and from sales to customers responding to
advertisements for our product, but who actually end up qualifying for
traditional financing.

Credit Acceptance was founded to collect retail installment contracts (referred
to as ""Consumer Loans"") originated by automobile dealerships owned by Donald
Foss, our Chairman, founder, and significant shareholder.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
GLDI,Credit Suisse Gold Shares Covered Calls ETN,9.35,126462508.7,0,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gldi,"23.1 While the CEO and the members of the ExB have the overall management
responsibility for the Group, the responsibility for the operational management
of the Divisions and the subsidiaries, for which the management has been
allocated to the Divisions, lies jointly with the Divisional Heads.
23.2 The Divisional Heads shall establish for their divisions their own OpCo.
They shall be responsible for establishing an efficient organizational and
management structure in the Division. The Divisional Heads consult with the ExB
prior to making significant changes to the organizational and management
structure in the Divisions.
                                       23
--------------------------------------------------------------------------------
24 Divisional Heads
24.1 The Divisional Heads shall be appointed by the BoD and report directly to
the CEO.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
SLVO,Credit Suisse Silver Shares Covered Call ETN,8.72,7412000,0,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/slvo,"23.1 While the CEO and the members of the ExB have the overall management
responsibility for the Group, the responsibility for the operational management
of the Divisions and the subsidiaries, for which the management has been
allocated to the Divisions, lies jointly with the Divisional Heads.
23.2 The Divisional Heads shall establish for their divisions their own OpCo.
They shall be responsible for establishing an efficient organizational and
management structure in the Division. The Divisional Heads consult with the ExB
prior to making significant changes to the organizational and management
structure in the Divisions.
                                       23
--------------------------------------------------------------------------------
24 Divisional Heads
24.1 The Divisional Heads shall be appointed by the BoD and report directly to
the CEO.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CREE,"Cree, Inc.",27.62,2753826634.36,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree,"Cree, Inc. (Cree, we, our, or us) is a leading innovator of lighting-class light
emitting diode (LED) products, lighting products and wide bandgap semiconductor
products for power and radio-frequency (RF) applications. Our products are
targeted for applications such as indoor and outdoor lighting, video displays,
transportation, electronic signs and signals, power supplies, inverters and
wireless systems. As discussed more fully below, we operate in three reportable
segments: Lighting Products, LED Products and Power and RF Products.
Our lighting products primarily consist of LED lighting systems and bulbs. We
design, manufacture and sell lighting fixtures and lamps for the commercial,
industrial and consumer markets.
Our LED products consist of LED components, LED chips and silicon carbide (SiC)
materials. Our LED products enable our customers to develop and market LED-based
products for lighting, video screens and other industrial applications.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CRESY,Cresud S.A.C.I.F. y A.,15.95,656310265.05,1997,Finance,Real Estate,http://www.nasdaq.com/symbol/cresy,"Our legal name is Cresud Sociedad AnÃ³nima Comercial, Inmobiliaria, Financiera y
Agropecuaria, and our commercial name is ""Cresud"". We were incorporated and
organized on December 31, 1936 under Argentine law as a stock corporation
(sociedad anÃ³nima) and were registered with the Public Registry of Commerce of
the City of Buenos Aires (InspecciÃ³n General de Justicia), on February 19, 1937
under number 26, on page 2, book 45 of National By-laws Volume. Pursuant to our
bylaws, our term of duration expires on July 6, 2082. Our headquarters are
located at Moreno 877, 23rd Floor (C1091AAQ), Ciudad AutÃ³noma de Buenos Aires,
Argentina. Our telephone is +54 (11) 4814-7800, and our website is
www.cresud.com.ar.
 
Information contained in or accessible through our website is not a part of this
annual report on Form 20-F.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CRSP,CRISPR Therapeutics AG,21.03,837179085.03,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/crsp,"You should read the following discussion together with our consolidated
financial statements and related notes and other financial information appearing
in this prospectus. Some of the information contained in this discussion or set
forth elsewhere in this prospectus includes forward-looking statements that
involve risks and uncertainties. You should review the sections of this
prospectus captioned ""Risk Factors"" and ""Special Note Regarding Forward-Looking
Statements"" for a discussion of important factors that could cause our actual
results to differ materially from the results described in or implied by the
forward-looking statements contained in the following discussion and analysis.

 

Overview

 

We are a leading gene editing company focused on the development of
CRISPR/Cas9-based therapeutics.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CRTO,Criteo S.A.,44.12,2646568378.08,2013,Technology,Advertising,http://www.nasdaq.com/symbol/crto,"Criteo S.A. was incorporated as a sociÃ©tÃ© par actions simplifiÃ©e, or S.A.S.,
under the laws of the French Republic on November 3, 2005, for a period of 99
years and subsequently converted to a sociÃ©tÃ© anonyme, or S.A. We are registered
at the Paris Commerce and Companies Register under the number 484 786 249. Our
agent for service of process in the United States is National Registered Agents,
Inc. We began selling our solution in France in 2007 and expanded our business
into other countries in Western Europe. In 2009, we expanded our business into
North America and entered the Asia-Pacific region in late 2010.
Business Overview
We are a global technology company specializing in digital performance
marketing. We strive to deliver post-click sales to our advertiser clients at
scale and according to the client's targeted return on investment.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CROX,"Crocs, Inc.",6.98,513356950.18,2006,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox,"Crocs, Inc. and its consolidated subsidiaries (collectively the ""Company,"" ""we,""
""our,"" or ""us"") are engaged in the design, development, manufacturing, worldwide
marketing and distribution of casual lifestyle footwear and accessories for men,
women, and children. We strive to be the global leader in the sale of molded
footwear featuring fun, comfort, color, and functionality. The Company, a
Delaware corporation, is the successor of a Colorado corporation of the same
name, and was originally organized in 1999 as a limited liability company. Our
products include footwear and accessories that utilize our proprietary
closed-cell resin, called Croslite, as well as casual lifestyle footwear that
use a range of materials. Our Croslite material enables us to produce
innovative, lightweight, non-marking, and odor-resistant footwear.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
CCRN,"Cross Country Healthcare, Inc.",14.18,468094703.8,2001,Technology,Professional Services,http://www.nasdaq.com/symbol/ccrn,"Cross Country Healthcare, Inc. (NASDAQ: CCRN) is a national leader in providing
healthcare staffing, recruiting and workforce solutions. Through a full suite of
innovative workforce solutions and our national presence including more than 70
branches throughout the United States, we are able to meet the unique and
dynamic needs of our clients. By utilizing our various solutions, clients are
able to better plan their personnel needs, outsource recruitment processes,
strategically flex their workforce, streamline their purchasing needs, access
specialties not available in their local area, access quality healthcare
personnel and provide continuity of care for improved patient outcomes. Our
solutions are geared towards assisting our clients solve their labor issues
while maintaining high quality outcomes. During 2015, we had more than 27,000
healthcare professionals on assignment at over 6,700 facilities. Our Managed
Service Programs (MSPs) served more than 1,700 facilities.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
XRDC,"Crossroads Capital, Inc.",2.2299,21324823.587,2011,n/a,n/a,http://www.nasdaq.com/symbol/xrdc,"Crossroads Capital, Inc. (""we,"" ""our"" and ""us""), formerly known as BDCA Venture,
Inc., was incorporated on May 9, 2008, under the laws of the State of Maryland
and is an internally managed, non-diversified, closed-end management investment
company that has elected to be regulated as a business development company
(""BDC"") under the Investment Company Act of 1940, as amended (the ""1940 Act""),
as of November 20, 2008. Effective December 2, 2015, we changed our name from
BDCA Venture, Inc. to Crossroads Capital, Inc. Effective January 1, 2010, we
elected to be treated for U.S. Federal income tax purposes as a regulated
investment company (""RIC"") under Subchapter M of the Internal Revenue Code of
1986, as amended (the ""Code""). We commenced our portfolio company investment
activities in January 2010. The shares of our common stock have been listed on
the Nasdaq Capital Market since December 12, 2011.&nbsp;&nbsp;... More ...&nbsp;&nbsp;
"
